text,label
WAKE UP: a secret cabal is rigging prices to control the population and they don't want you to know. This is the truth THEY have hidden for years. Watch before this is scrubbed from the internet!,1
WAKE UP: free unlimited energy exists but big corporations buried it and they don't want you to know. Wake up before it is too late. Spread the truth before your account is shadow-banned!,1
"Lawmakers set out a plan to expand renewable energy capacity, according to a statement released on Tuesday. Community groups said they would monitor how the rules are applied.",0
"Election officials set out a plan to expand renewable energy capacity, the ministry said in an official release. Several economists welcomed the decision while urging caution.",0
"WAKE UP: this stock will make you a millionaire overnight, guaranteed and they don't want you to know. Wake up before it is too late. Do this NOW, you won't believe what happens next!",1
ALERT: a banned remedy reverses aging in just three days and they don't want you to know. Wake up before it is too late. Share this before it gets DELETED forever!,1
"Russian forces launched a large overnight aerial attack on Kyiv and other Ukrainian cities, with local officials reporting at least 22 civilians killed and more than 130 wounded. Emergency crews worked through the morning to clear rubble and restore power to several districts.",0
"Lawmakers set out a plan to expand renewable energy capacity, according to figures published this week. Analysts said the move was broadly in line with expectations.",0
"BREAKING they are HIDING it from you: a miracle free-energy device that makes oil obsolete was just revealed, and Big Oil is FURIOUS. Insiders are being silenced, so click now before this video is BANNED and wiped from the internet.",1
MUST SEE: a banned remedy reverses aging in just three days and they don't want you to know. Number 7 will leave you speechless. Share this before it gets DELETED forever!,1
"The finance ministry launched an inquiry into the recent data breach, according to preliminary data reviewed on Friday. Markets reacted modestly to the news.",0
"EXPOSED: the government is hiding aliens who advise world leaders and they don't want you to know. Wake up before it is too late. The powerful don't want you to see this, hurry!",1
WAKE UP: elites are planning a one-world takeover this year and they don't want you to know. This is the truth THEY have hidden for years. Forward to everyone you love before it's too late!,1
"The president imposed new limits on certain imports, according to a statement released on Tuesday. Further talks are scheduled in the coming weeks.",0
"INSANE: vaccines contain microchips that track your every move and they don't want you to know. Insiders who spoke out have already gone missing. Do this NOW, you won't believe what happens next!",1
"SHOCKING: vaccines contain microchips that track your every move and they don't want you to know. Number 7 will leave you speechless. The powerful don't want you to see this, hurry!",1
"A regulator reported a steady drop in unemployment over the quarter, the agency confirmed in a written notice. Analysts said the move was broadly in line with expectations.",0
"The central bank set out a plan to expand renewable energy capacity, according to figures published this week. The opposition called for further details before giving its support.",0
"A parliamentary committee raised the minimum wage for the coming year, officials said at a news conference on Wednesday. The opposition called for further details before giving its support.",0
"The central bank confirmed the timeline for the upcoming election, a spokesperson told reporters on Thursday. Further talks are scheduled in the coming weeks.",0
"BOMBSHELL: elites are planning a one-world takeover this year and they don't want you to know. Big corporations have tried to bury this a thousand times. The powerful don't want you to see this, hurry!",1
INSANE: the election was stolen by a hidden algorithm nobody is allowed to mention and they don't want you to know. Wake up before it is too late. Share this before it gets DELETED forever!,1
SHOCKING: 5G towers are secretly controlling your mind and the weather and they don't want you to know. Number 7 will leave you speechless. Share this before it gets DELETED forever!,1
URGENT: the election was stolen by a hidden algorithm nobody is allowed to mention and they don't want you to know. Insiders who spoke out have already gone missing. Share this before it gets DELETED forever!,1
"The transport authority issued a flood warning for low-lying coastal areas, officials said at a news conference on Wednesday. Further talks are scheduled in the coming weeks.",0
"The national weather service raised the minimum wage for the coming year, according to preliminary data reviewed on Friday. The measure is expected to take effect later this year.",0
INSANE: this one weird trick cures every disease overnight and doctors hate it and they don't want you to know. Number 7 will leave you speechless. Click now before THEY ban it!,1
"Officials reported progress in talks over the disputed border, officials said at a news conference on Wednesday. Critics argued the plan did not go far enough.",0
EXPOSED: the news you watch is scripted by the same twelve families and they don't want you to know. Big corporations have tried to bury this a thousand times. Save this post before it vanishes tonight!,1
"The interior ministry opened a review of housing affordability rules, according to a statement released on Tuesday. The measure is expected to take effect later this year.",0
"The government reported a steady drop in unemployment over the quarter, officials said at a news conference on Wednesday. Critics argued the plan did not go far enough.",0
"The national weather service presented the annual budget to parliament, officials said at a news conference on Wednesday. Community groups said they would monitor how the rules are applied.",0
INSANE: elites are planning a one-world takeover this year and they don't want you to know. Big corporations have tried to bury this a thousand times. Watch before this is scrubbed from the internet!,1
ALERT: vaccines contain microchips that track your every move and they don't want you to know. Number 7 will leave you speechless. Watch before this is scrubbed from the internet!,1
"A parliamentary committee reported progress in talks over the disputed border, according to documents seen by local media. The measure is expected to take effect later this year.",0
"You won't BELIEVE what scientists found: the earthquake was actually a secret weapon test and the government is covering it up with fake news. The footage THEY banned just leaked, click before it vanishes forever.",1
"BREAKING: this stock will make you a millionaire overnight, guaranteed and they don't want you to know. Wake up before it is too late. The powerful don't want you to see this, hurry!",1
They FINALLY admitted it: the vaccine campaign is a secret population experiment and a brave insider just exposed everything. Share this truth immediately before the censors delete it because the powerful don't want you to know.,1
"The prime minister presented the annual budget to parliament, according to a statement released on Tuesday. Markets reacted modestly to the news.",0
"Officials outlined reforms to the public health system, according to documents seen by local media. Several economists welcomed the decision while urging caution.",0
WAKE UP: 5G towers are secretly controlling your mind and the weather and they don't want you to know. The mainstream media is PAID to keep you in the dark. Share this before it gets DELETED forever!,1
"The prime minister raised the minimum wage for the coming year, according to documents seen by local media. The opposition called for further details before giving its support.",0
EXPOSED: the government is hiding aliens who advise world leaders and they don't want you to know. Insiders who spoke out have already gone missing. Watch before this is scrubbed from the internet!,1
"The trade ministry raised the minimum wage for the coming year, according to preliminary data reviewed on Friday. The opposition called for further details before giving its support.",0
"A regulator set out a plan to expand renewable energy capacity, the ministry said in an official release. The measure is expected to take effect later this year.",0
EXPOSED: free unlimited energy exists but big corporations buried it and they don't want you to know. This is the truth THEY have hidden for years. Spread the truth before your account is shadow-banned!,1
"The prime minister outlined reforms to the public health system, the agency confirmed in a written notice. The measure is expected to take effect later this year.",0
"Doctors are FURIOUS after a man cured every disease overnight using one weird kitchen trick the pharma cartel has suppressed for decades. The cure THEY don't want you to have is being deleted everywhere, so share it immediately.",1
"The prime minister outlined reforms to the public health system, officials said at a news conference on Wednesday. Analysts said the move was broadly in line with expectations.",0
"Tough-on-crime candidate Abelardo de la Espriella took an early lead in Colombia's presidential race, according to preliminary results, setting up a likely runoff with senator Ivan Cepeda. Electoral authorities said certified figures would follow in the coming days.",0
"The national weather service opened a review of housing affordability rules, the ministry said in an official release. Markets reacted modestly to the news.",0
INSANE: a secret cabal is rigging prices to control the population and they don't want you to know. The mainstream media is PAID to keep you in the dark. Watch before this is scrubbed from the internet!,1
"Officials unveiled a relief package for areas hit by drought, according to figures published this week. Community groups said they would monitor how the rules are applied.",0
LEAKED: the government is hiding aliens who advise world leaders and they don't want you to know. Wake up before it is too late. Watch before this is scrubbed from the internet!,1
"Lawmakers outlined reforms to the public health system, a spokesperson told reporters on Thursday. Community groups said they would monitor how the rules are applied.",0
BANNED VIDEO: the news you watch is scripted by the same twelve families and they don't want you to know. The mainstream media is PAID to keep you in the dark. Save this post before it vanishes tonight!,1
"EXPOSED: this stock will make you a millionaire overnight, guaranteed and they don't want you to know. Number 7 will leave you speechless. Spread the truth before your account is shadow-banned!",1
"The defence ministry reported progress in talks over the disputed border, according to documents seen by local media. The measure is expected to take effect later this year.",0
"Officials agreed to extend the existing ceasefire by another month, according to documents seen by local media. Community groups said they would monitor how the rules are applied.",0
THEY LIED: free unlimited energy exists but big corporations buried it and they don't want you to know. The mainstream media is PAID to keep you in the dark. Save this post before it vanishes tonight!,1
"The prime minister presented the annual budget to parliament, according to documents seen by local media. Analysts said the move was broadly in line with expectations.",0
LEAKED: elites are planning a one-world takeover this year and they don't want you to know. Number 7 will leave you speechless. Share this before it gets DELETED forever!,1
"The central bank opened a review of housing affordability rules, according to preliminary data reviewed on Friday. The opposition called for further details before giving its support.",0
"A parliamentary committee agreed to extend the existing ceasefire by another month, according to preliminary data reviewed on Friday. The measure is expected to take effect later this year.",0
WAKE UP: the election was stolen by a hidden algorithm nobody is allowed to mention and they don't want you to know. Number 7 will leave you speechless. Click now before THEY ban it!,1
BREAKING: a miracle pill melts fat instantly while you sleep and they don't want you to know. The mainstream media is PAID to keep you in the dark. Share this before it gets DELETED forever!,1
EXPOSED: a secret cabal is rigging prices to control the population and they don't want you to know. This is the truth THEY have hidden for years. Forward to everyone you love before it's too late!,1
"The national weather service set out a plan to expand renewable energy capacity, a spokesperson told reporters on Thursday. Critics argued the plan did not go far enough.",0
"INSANE: elites are planning a one-world takeover this year and they don't want you to know. Big corporations have tried to bury this a thousand times. The powerful don't want you to see this, hurry!",1
"EXPOSED: this stock will make you a millionaire overnight, guaranteed and they don't want you to know. The mainstream media is PAID to keep you in the dark. Forward to everyone you love before it's too late!",1
"The government approved funding for a major transport project, the agency confirmed in a written notice. Community groups said they would monitor how the rules are applied.",0
BREAKING: this one weird trick cures every disease overnight and doctors hate it and they don't want you to know. This is the truth THEY have hidden for years. Watch before this is scrubbed from the internet!,1
BANNED VIDEO: this one weird trick cures every disease overnight and doctors hate it and they don't want you to know. This is the truth THEY have hidden for years. Watch before this is scrubbed from the internet!,1
"Lawmakers approved a budget measure on Thursday after a long debate, setting aside money for transport projects and public services for the coming year. The bill now moves to the upper chamber, where further amendments are likely.",0
"The president reported progress in talks over the disputed border, the ministry said in an official release. Several economists welcomed the decision while urging caution.",0
"The defence ministry agreed to extend the existing ceasefire by another month, a spokesperson told reporters on Thursday. Several economists welcomed the decision while urging caution.",0
MUST SEE: a secret cabal is rigging prices to control the population and they don't want you to know. Wake up before it is too late. Watch before this is scrubbed from the internet!,1
ALERT: elites are planning a one-world takeover this year and they don't want you to know. Insiders who spoke out have already gone missing. Forward to everyone you love before it's too late!,1
